"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Poland","POL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.3","1.3","1.2","1.2","1.1","1.1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","",
"Pre-demographic dividend","PRE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0598629895306","23.667940098077","22.9456073955515","22.7342759793707","21.9298604672816","21.3596683001542","20.7872713790747","20.2966382904132","19.7349761973954","19.1454179240207","18.5287966771111","17.9040360613897","17.3099009645447","16.8988316984358","16.2774490104213","15.7592422873115","15.3368678414438","14.7863187671595","14.1566587405948","13.6636018938463","13.2243422337139","12.8437084626763","12.4680422468457","12.1596361263103","11.9224491753267","11.5560164528917","11.2629132808985","10.9189430139584","10.5591614170968","10.2760551612315","",
"Puerto Rico","PRI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","5.2","5.8","6.5","7.1","7.6","7.8","7.8","7.6","7","6.3","5.6","4.9","4.3","3.9","3.7","3.6","3.6","3.6","3.5","3.3","3.2","2.9","2.8","2.6","2.5","2.3","2.2","2.2","2.1","",
"Portugal","PRT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1.9","1.8","1.8","1.7","1.6","1.5","1.4","1.4","1.3","1.2","1.1","1","0.9","0.9","0.8","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.5","0.4","0.4","",
"Paraguay","PRY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.2","4","3.8","3.6","3.4","3.3","3.1","2.9","2.8","2.6","2.5","2.3","2.2","2","1.9","1.8","1.7","1.5","1.4","1.3","1.2","1.2","1.1","1","1","1","0.9","0.9","0.8","",
"West Bank and Gaza","PSE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.2","3.1","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.2","2.4","2.7","2.3","2.4","1.8","2.3","2.2","2.2","2.2","1.6","1.5","1.4","1.4","2.4","1.3","1.3","1.2","1.2","1.1","",
"Pacific island small states","PSS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23658259047037","5.09152024819653","4.988167779173","4.81458508698092","4.68207356454619","4.57621144411309","4.4453822611357","4.50079891241218","4.14426505513147","3.9939420515005","3.86125897604052","3.7601581882655","3.70495448440531","3.51280221064583","3.43130781170473","3.36156482445229","3.30541844748089","3.32575398155909","3.1341237866611","3.36017374943284","2.9892837414076","2.92247412336074","2.83615933801753","2.78951140758613","2.75265622365618","2.70582398057059","2.64512046780198","2.54826194595455","2.5154609761087","2.43295448872025","",
"Post-demographic dividend","PST","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24392118705323","1.20905524527894","1.19987513743888","1.14907855134859","1.08518209190076","1.10253987396837","1.01130069836155","0.934105764670378","0.908720836810287","0.890299434544005","0.806218547227362","0.794781055465726","0.775919415173136","0.74602413840072","0.674691015609721","0.666130300099765","0.652545454793489","0.639436109020435","0.588210184398764","0.568652789183836","0.553426991385394","0.554958255355446","0.52200279745301","0.519850262386075","0.522854949350444","0.506389268599839","0.498290092022296","0.492975907097011","0.47872690476554","0.478355891161409","",
"French Polynesia","PYF","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.8","1.7","1.6","1.6","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1","1","0.9","0.9","0.8","0.8","0.7","0.7","",
"Romania","ROU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.7","2.7","2.8","3.3","3.9","4.3","4.3","3.8","3","2.3","1.9","1.8","1.7","1.6","1.5","1.5","1.5","1.5","1.4","1.2","1.1","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","",
"Russian Federation","RUS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8","2.9","2.8","2.8","2.7","2.5","2.4","2.4","2.4","2.3","2.3","2.2","2.2","2.1","1.9","1.8","1.7","1.6","1.5","1.4","1.4","1.3","1.2","1.2","1.1","1.1","1","0.9","0.8","",
"Rwanda","RWA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2","42.9","44.9","47.1","96.4","98.7","49.5","47.3","44","40","35.8","32","28.5","25.4","22.6","20.1","17.7","15.6","13.6","12.6","10.6","9.4","8.4","7.6","6.9","6.4","5.9","5.6","5.2","5","",
"South Asia","SAS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","13.3","12.5","12","11.5","11.1","10.6","10","9.5","8.9","8.4","8","7.6","7.2","7","6.7","6.4","6.1","5.8","5.5","5.1","4.8","4.5","4.2","3.9","3.7","3.5","3.3","3.2","3.1","",
"Saudi Arabia","SAU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.5","3.3","3.1","2.9","2.7","2.6","2.5","2.3","2.2","2.1","2","1.9","1.9","1.8","1.7","1.6","1.5","1.5","1.4","1.3","1.3","1.2","1.1","1.1","1","1","0.9","0.9","0.8","",
"Sudan","SDN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4","18.9","18.3","17.7","17","16.3","15.6","14.9","14.2","13.5","12.8","12.1","11.5","10.9","10.3","9.8","9.3","8.8","8.4","8","7.7","7.4","7.1","6.8","6.5","6.3","6.1","5.9","5.7","5.5","",
"Senegal","SEN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","23.4","23","22.9","22.9","23.1","23.1","23.1","22.9","22.5","21.7","20.8","19.7","18.4","17.2","16","14.9","13.8","12.9","12","11.1","10.3","9.6","8.9","8.2","7.6","7","6.5","6.1","5.7","",
"Singapore","SGP","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","",
"Solomon Islands","SLB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.1","4","3.9","3.8","3.8","3.7","3.6","3.5","3.5","3.4","3.4","3.4","3.3","3.3","3.3","3.2","3.6","3.1","3","3","2.9","2.8","2.7","2.7","2.6","2.5","2.4","2.4","2.3","",
"Sierra Leone","SLE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3","37","36.7","36.4","36.1","35.6","35","34.4","36.8","36.3","32","31.1","30.2","29.2","28.2","27.1","26","24.9","23.7","22.5","21.4","20.2","19.2","18.2","20.3","16.5","15.7","15","14.3","13.7","",
"El Salvador","SLV","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3","2.7","2.5","2.3","2.2","2.1","2","1.9","1.8","1.7","2.4","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.1","1.1","1.1","",
"San Marino","SMR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.4","1.3","1.2","1.1","1","1","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","",
"Somalia","SOM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6","30.2","25.6","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.3","25","24.4","23.8","23","22.2","21.5","20.8","20","19.3","18.6","18","17.3","16.8","",
"Serbia","SRB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","2.2","2","1.7","1.4","1.3","1.3","1.3","1.3","1.3","1.2","1.2","1.1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","",
"Sub-Saharan Africa (excluding high income)","SSA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3547378934568","25.5541996861636","24.8727504642945","24.5145157984711","24.1889602236231","23.4643665159978","22.3249213974183","21.7132924916702","21.0655622182032","20.3856695479844","19.6762668119248","18.9604107504479","18.2768625413487","17.5975212372848","16.9052641981928","16.2349494702844","15.5549353413057","14.9222626202445","14.3065152572669","13.7356876066979","13.17852954457","12.7042095692071","12.2427669871678","11.829619506893","11.4582446284359","11.0763028545977","10.7302981451939","10.4242030354605","10.1243196045463","9.84108926861058","",
"South Sudan","SSD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4","37.6","36.7","35.8","34.7","33.6","32.4","31.2","29.9","28.5","27","25.5","24.1","22.7","21.4","20.2","19.1","18","17","16.1","15.2","14.5","14","13.7","13.6","13.6","13.6","13.6","13.6","13.6","",
"Sub-Saharan Africa","SSF","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4","25.6","25","24.6","24.3","23.5","22.4","21.8","21.1","20.4","19.7","19","18.3","17.6","16.9","16.2","15.6","14.9","14.3","13.7","13.2","12.7","12.2","11.8","11.5","11.1","10.7","10.4","10.1","9.9","",
"Small states","SST","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.83393135688401","8.66446347926396","8.52210271179849","8.38351176761102","8.2300818237017","8.08379663302907","7.97691898999788","7.84257302510621","7.78226123206056","7.53942085925787","7.41457940537039","7.29916552326199","7.18366914436617","7.03745383307054","6.90283385637994","6.7379543483186","6.57689304433891","6.42529148822293","6.24374594543699","6.09949984886881","5.90731712740256","5.74658436866153","5.56370346598203","5.40832142606299","5.25329830799451","5.10527208144026","4.96651147653711","4.82917396900619","4.68037676753132","4.53814805911663","",
"Sao Tome and Principe","STP","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","13.5","13.5","13.4","13.2","12.9","12.5","11.9","11.4","10.7","10.1","9.4","8.8","8.2","7.6","7","6.5","6.1","5.6","5.3","4.9","4.6","4.3","4","3.8","3.6","3.4","3.3","3.2","3","",
"Suriname","SUR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.5","2.4","2.3","2.3","2.2","2.1","2.1","2","2","1.9","1.9","1.9","1.8","1.8","1.8","1.7","1.7","1.7","1.6","1.6","1.6","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","",
"Slovak Republic","SVK","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","",
"Slovenia","SVN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","1.1","1.1","1","1","0.9","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","",
"Sweden","SWE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","",
"Eswatini","SWZ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6.2","6.5","6.7","6.9","7.2","7.5","7.8","8.2","8.6","9","9.3","9.6","9.8","10","10.2","10.3","10.4","10.5","10.6","10.8","10.9","11","11","11","10.9","10.7","10.5","10.3","10.1","",
"Sint Maarten (Dutch part)","SXM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2","2","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.7","1.7","1.7","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.2","1.2","",
"Syrian Arab Republic","SYR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.7","5.5","5.3","5.1","4.9","4.6","4.4","4.1","3.8","3.5","3.2","2.9","2.7","2.5","2.4","2.3","2.3","2.3","2.3","2.3","3.4","12.1","16.4","18.4","14.4","13.4","11.1","7.1","4.7","",
"Turks and Caicos Islands","TCA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9","34.7","33.6","32.5","31.5","30.6","29.7","28.8","28","27.3","26.5","25.8","25","24.3","23.7","23","22.3","21.7","21.1","20.5","19.9","19.3","18.8","18.3","17.8","17.3","16.7","16.2","15.7","15.2","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.11947862594306","5.86886895790506","5.45732825144066","5.14669195912736","4.8336106453803","4.55286770618468","4.31127089476666","4.08650877524813","3.92473574530574","3.74784694622029","3.66071131472112","3.47663046068497","3.3487583690783","3.20678237051783","3.66783953166783","2.89729086582425","2.75806314631254","2.62633226354824","3.17083592050918","2.3705247671594","2.22883456264134","2.16709227232821","2.03773863299235","1.99444074026779","1.85596281183","1.80115146511148","1.70302671533023","1.66440754551712","1.63417094809979","1.53353706337718","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.43903681359489","3.40542346661042","3.50437941007975","3.39561336028501","3.33503839213265","3.28082779568884","3.20367181149357","3.06732125917566","2.98456602419462","3.18054739447434","2.75398557519426","2.67339261399689","2.56187337094662","2.49113301691412","2.38757152336787","2.25141385688259","2.12494159075298","2.01857043582515","1.90001219253091","1.76804331765817","1.61383656164282","1.53985058174471","1.41759139385993","1.32333588804479","1.27837268544352","1.17330583419751","1.12896274893923","1.0700489107839","1.01511925339152","0.966669813743248","",
"Togo","TGO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9","24.1","23.3","22.5","21.8","21.1","20.3","19.6","19","18.3","17.6","16.9","16.3","15.6","15","14.3","13.7","13.1","12.4","11.8","11.3","10.7","10.2","9.7","9.2","8.7","8.3","7.9","7.6","7.3","",
"Thailand","THA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3","3.2","3.2","3.1","3.1","3.1","3","3","3.1","3.2","3.2","3.2","3.2","4","3","2.9","2.7","2.6","2.5","2.4","2.3","2.1","2","1.9","1.9","1.8","1.7","1.7","1.6","",
"Tajikistan","TJK","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.6","7.4","5.5","4.8","4.6","5.6","3.8","3.4","2.9","2.5","2.2","1.9","1.7","1.6","1.5","1.3","1.2","1.1","1.1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.7","0.6","",
"Turkmenistan","TKM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","3.9","3.9","3.8","3.7","3.6","3.5","3.4","3.3","3.2","3.1","3","3","2.9","2.8","2.7","2.6","2.4","2.3","2.2","2.2","2.1","2.1","2","2","1.9","1.9","1.8","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.08755797573447","2.95805207066381","2.8017693776266","2.7022696393248","2.60396964330821","2.48436075077391","2.40397573702524","2.29378097681614","2.37678585664659","2.36405303411842","2.08053260085299","2.05088772804485","1.98805139783787","1.93618139755318","1.908527205051","1.84429227978768","1.80990191091963","1.75481585457468","1.67928332568399","1.65548346080827","3.37396310221348","1.58631764585485","1.50935379952256","1.48602208708883","1.47542806938894","1.41533502164015","1.37057765283541","1.31956765349199","1.29401754024599","1.27401657818635","",
"Timor-Leste","TLS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","16","15.4","14.7","14.1","13.5","13","12.4","11.9","11.3","10.8","10.3","9.8","9.3","8.8","8.4","7.9","7.5","7.1","6.8","6.5","6.3","6","5.8","5.6","5.5","5.3","5.1","5","4.8","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44387246479541","5.75778057871279","5.19454202963343","4.92940950523668","4.73130669739369","4.52653876664221","4.27380844839319","4.14838422721805","3.96353435783579","3.7774919800518","3.62070986171859","3.44209593338931","3.31881283190859","4.16507029821529","3.51556654819978","3.52704929556723","3.82832159631136","3.62617545663609","3.10258631954257","2.91609821124758","2.82310360919489","2.85020746606258","3.3717954456669","3.59991722914229","3.88954709289467","3.57645694528444","3.43568441780082","3.05458862901008","2.65907789207994","2.44373230227126","",
"Tonga","TON","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","1.7","1.8","1.9","2","2","2.1","2.2","2.3","2.4","2.5","2.5","2.6","2.6","2.6","2.6","2.6","2.5","2.5","2.4","2.3","2.2","2.1","2","2","1.9","1.8","1.7","1.6","1.6","",
"South Asia (IDA & IBRD)","TSA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4121131776424","13.284061862413","12.4410022495477","11.9691218629141","11.5700387660825","11.0909554908391","10.570111649476","10.0825590114322","9.48474858910339","8.98089709991903","8.44904180619009","8.01912690965155","7.59167856051577","7.23800489127738","7.0562050068392","6.67637223083787","6.38633191057748","6.09205621041195","5.78307130905172","5.43387382859451","5.14141347740439","4.7848813192334","4.50177119753624","4.21828233621825","3.93087014643034","3.69600930835478","3.50040782793404","3.32149753095588","3.17914179311911","3.10491049795584","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3520220783256","25.5516935575457","24.8704537537115","24.5123292981372","24.1868583352128","23.4623875435959","22.3230906435492","21.7115527073905","21.0639080327524","20.3841017923087","19.6747982163378","18.9590885464362","18.2756428224608","17.5964406304482","16.9043058285244","16.2340821171161","15.5541267632331","14.9215123311889","14.3058122326116","13.7350409891779","13.1779210227706","12.7036532020634","12.2422344700117","11.8291002313359","11.4577316295897","11.0757998510657","10.7298105169973","10.4237316952578","10.1238623928641","9.84065151380528","",
"Trinidad and Tobago","TTO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1.9","1.9","1.8","1.8","1.8","1.7","1.7","1.7","1.7","1.6","1.6","1.6","1.5","1.5","1.5","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.1","1.1","1.1","1","1","0.9","",
"Tunisia","TUN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.6","3.4","3.2","3.1","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.3","2.2","2.1","2.1","2","1.9","1.9","1.8","1.8","1.8","1.7","1.7","1.7","1.7","1.6","1.6","1.6","1.6","",
"Turkey","TUR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","6.9","6.8","6.6","6.4","6.2","6.1","5.9","5.7","7","5.2","5","4.7","4.5","4.2","3.9","3.6","3.3","3","2.7","2.3","2.1","1.8","1.6","1.4","1.2","1.1","1","0.9","0.9","",
"Tuvalu","TUV","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.6","5.5","5.4","5.3","5.2","5","4.9","4.8","4.6","4.5","4.4","4.3","4.2","4.1","4","3.9","3.9","3.8","3.7","3.6","3.5","3.4","3.3","3.2","3.1","3","2.9","2.8","2.8","",
"Tanzania","TZA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","19.1","18.7","18.2","17.7","17.2","16.6","15.9","15.3","14.6","13.9","13.3","12.7","12.1","11.6","11.1","10.6","10.2","9.9","9.6","9.4","9.3","9.2","9.1","9","8.9","8.7","8.5","8.3","8.1","",
"Uganda","UGA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9","19.4","18.9","18.5","18","17.5","17.1","16.6","16.2","15.7","15.3","14.8","14.4","13.9","13.5","13.1","12.6","12.2","11.9","11.5","11.2","10.8","10.5","10.2","9.9","9.7","9.4","9.1","8.9","8.6","",
"Ukraine","UKR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.4","2.4","2.4","2.3","2.3","2.2","2.1","2.1","2","2","1.9","1.9","1.8","1.8","1.7","1.6","1.6","1.5","1.4","1.3","1.2","1.1","1.1","1.2","0.9","0.9","0.8","0.8","0.8","",
"Upper middle income","UMC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.3","4.1","3.9","3.7","3.5","3.3","3.2","3.1","3","2.8","2.8","2.7","2.7","3","2.5","2.4","2.3","2.4","2.1","2","1.9","1.8","1.8","1.7","1.7","1.6","1.5","1.4","1.4","",
"Uruguay","URY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1","1","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","",
"United States","USA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1.1","1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","",
"Uzbekistan","UZB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.7","3.7","3.7","3.7","3.6","3.5","3.3","3.1","3","2.8","2.6","2.4","2.3","2.2","2.1","2","2","2","2","2","2","2","2","2","2","1.9","1.9","1.9","1.8","",
"St. Vincent and the Grenadines","VCT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.2","2.2","2.2","2.2","2.1","2.1","2.1","2.1","2","2","2","2","1.9","1.9","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.7","1.6","1.6","",
"Venezuela, RB","VEN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2","2","1.9","1.9","1.9","1.8","1.8","5.6","1.8","1.8","1.8","1.8","1.8","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","",
"British Virgin Islands","VGB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
